id,type,severity,timestamp,week,product,entity,description,score,complaint_ids,observed,expected,ratio,p_value,companies_affected,company_list,avg_ratio,common_issues,cluster_id,cluster_label,baseline_share,current_share,z_score,novel_count,total_count,novel_share
corr_Debt collection_2023-12-04/2023-12-10,correlated_spike,medium,2026-02-02 02:37:40.082433,2023-12-04/2023-12-10,Debt collection,,3 companies spiked together (avg 3.2x),9.587301587301587,"[7951914, 7975167, 7948454, 7974678, 7958259, 7972389, 7974988, 7961778, 7952963, 7963443]",,,,,3.0,"['W&A Intermediate Co., LLC', 'Rent Recovery Solutions', 'MRS BPO, LLC']",3.2,"{'Attempts to collect debt not owed': 10, 'Written notification about debt': 6, 'Took or threatened to take negative or legal action': 5}",,,,,,,,
vol_Debt collection_2024-01-22/2024-01-28_0929d642,volume_spike,high,2026-02-02 02:37:39.439100,2024-01-22/2024-01-28,Debt collection,CREDIT ACCEPTANCE CORPORATION,CREDIT ACCEPTANCE CORPORATION: 6 vs 1.5 expected (4.0x),9.404226727165076,"[8218825, 8232440, 8202417, 8216570, 8219306, 8197710]",6.0,1.5,4.0,0.004456,,,,,,,,,,,,
vol_Debt collection_2025-01-20/2025-01-26_4acf8467,volume_spike,high,2026-02-02 02:37:39.911235,2025-01-20/2025-01-26,Debt collection,Global Lending Services LLC,Global Lending Services LLC: 6 vs 1.5 expected (4.0x),9.404226727165076,"[11776265, 11693947, 11709288, 11754113, 11727315, 11617244]",6.0,1.5,4.0,0.004456,,,,,,,,,,,,
vol_Debt collection_2025-01-27/2025-02-02_85c80a3e,volume_spike,high,2026-02-02 02:37:40.218770,2025-01-27/2025-02-02,Debt collection,"Upstart Holdings, Inc.","Upstart Holdings, Inc.: 6 vs 1.5 expected (4.0x)",9.404226727165076,"[11809653, 11875609, 11831771, 11870482, 11842362, 11809794]",6.0,1.5,4.0,0.004456,,,,,,,,,,,,
vol_Debt collection_2024-09-30/2024-10-06_2d14dcd2,volume_spike,high,2026-02-02 02:37:40.392473,2024-09-30/2024-10-06,Debt collection,ALLY FINANCIAL INC.,ALLY FINANCIAL INC.: 6 vs 1.5 expected (4.0x),9.404226727165076,"[10289411, 10300960, 10337147, 10279401, 10364813, 10292220]",6.0,1.5,4.0,0.004456,,,,,,,,,,,,
vol_Debt collection_2024-09-16/2024-09-22_9f979e87,volume_spike,high,2026-02-02 02:37:41.039289,2024-09-16/2024-09-22,Debt collection,"Shellpoint Partners, LLC","Shellpoint Partners, LLC: 6 vs 1.5 expected (4.0x)",9.404226727165076,"[10187518, 10178221, 10178490, 10159243, 10158957, 10151367]",6.0,1.5,4.0,0.004456,,,,,,,,,,,,
vol_Debt collection_2024-01-01/2024-01-07_056195e2,volume_spike,high,2026-02-02 02:37:41.071292,2024-01-01/2024-01-07,Debt collection,"The CMI Group, Inc.","The CMI Group, Inc.: 6 vs 1.5 expected (4.0x)",9.404226727165076,"[8086513, 8094669, 8105291, 8096065, 8107514, 8097522]",6.0,1.5,4.0,0.004456,,,,,,,,,,,,
vol_Debt collection_2024-10-14/2024-10-20_b0bf12ce,volume_spike,high,2026-02-02 02:37:40.184028,2024-10-14/2024-10-20,Debt collection,"Credit Control, LLC","Credit Control, LLC: 11 vs 3.5 expected (3.1x)",9.402352764796808,"[10497623, 10511527, 10479824, 10462240, 10515401, 10462428, 10517121, 10499355, 10462036, 10435614]",11.0,3.5,3.14,0.001019,,,,,,,,,,,,
clust_Debt collection_2025-01-20/2025-01-26_20,cluster_growing,high,2026-02-02 02:37:39.919221,2025-01-20/2025-01-26,Debt collection,,Cluster 'cluster_20' growing: 6.5% → 12.4%,9.005625017070914,"[11755320, 11774809, 11679262, 11702734, 11726736, 11719054, 11699968, 11595445, 11740889, 11756708]",,,,,,,,,20.0,cluster_20,6.48,12.41,9.01,,,
corr_Debt collection_2024-07-29/2024-08-04,correlated_spike,medium,2026-02-02 02:37:40.714275,2024-07-29/2024-08-04,Debt collection,,3 companies spiked together (avg 2.9x),8.8,"[9643846, 9689147, 9651196, 9643851, 9668142, 9643847, 9681776, 9689473, 9643778, 9672945]",,,,,3.0,"['Collection Management Holdings, LLC', 'Mullooly Jeffrey Rooney & Flynn', 'Westlake Services, LLC']",2.93,"{'Attempts to collect debt not owed': 7, 'Written notification about debt': 3, 'Communication tactics': 3}",,,,,,,,
vol_Debt collection_2024-08-12/2024-08-18_cda7f2c4,volume_spike,high,2026-02-02 02:37:39.290355,2024-08-12/2024-08-18,Debt collection,"Eastern Account Systems of Connecticut, Inc.","Eastern Account Systems of Connecticut, Inc.: 9 vs 2.8 expected (3.3x)",8.723060919998623,"[9786910, 9797600, 9832234, 9832833, 9782932, 9790071, 9829439, 9841126, 9818983]",9.0,2.8,3.27,0.002161,,,,,,,,,,,,
vol_Debt collection_2024-03-18/2024-03-24_0a2029cc,volume_spike,low,2026-02-02 02:37:40.918038,2024-03-18/2024-03-24,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","TRANSUNION INTERMEDIATE HOLDINGS, INC.: 259 vs 188.0 expected (1.4x)",8.626001201937823,"[8603806, 8577356, 8586989, 8583140, 8588057, 8599056, 8605195, 8579662, 8575546, 8571010]",259.0,188.0,1.38,1e-06,,,,,,,,,,,,
vol_Debt collection_2025-01-13/2025-01-19_b9eba421,volume_spike,low,2026-02-02 02:37:39.726489,2025-01-13/2025-01-19,Debt collection,CAPITAL ONE FINANCIAL CORPORATION,CAPITAL ONE FINANCIAL CORPORATION: 44 vs 22.5 expected (2.0x),8.619188534341504,"[11636774, 11572792, 11559714, 11553119, 11570294, 11631024, 11552559, 11661670, 11559067, 11555157]",44.0,22.5,1.96,3.9e-05,,,,,,,,,,,,
corr_Debt collection_2024-10-07/2024-10-13,correlated_spike,medium,2026-02-02 02:37:40.802340,2024-10-07/2024-10-13,Debt collection,,3 companies spiked together (avg 2.9x),8.619047619047619,"[10439286, 10403714, 10384658, 10374495, 10482658, 10417859, 10383572, 10371341, 10408174, 10431682]",,,,,3.0,"['NCB Management Services Inc.', 'Diversified Adjustment Service, Inc.', 'United Collection Bureau, Inc.']",2.87,"{'Attempts to collect debt not owed': 12, 'False statements or representation': 4, 'Took or threatened to take negative or legal action': 4}",,,,,,,,
clust_Debt collection_2024-05-20/2024-05-26_1,cluster_growing,high,2026-02-02 02:37:39.356731,2024-05-20/2024-05-26,Debt collection,,Cluster 'cluster_1' growing: 16.8% → 26.4%,8.460576422798665,"[9092890, 9048478, 9082758, 9072854, 9094886, 9090990, 9047908, 9072272, 9083716, 9065747]",,,,,,,,,1.0,cluster_1,16.78,26.35,8.46,,,
corr_Debt collection_2024-05-06/2024-05-12,correlated_spike,medium,2026-02-02 02:37:40.742503,2024-05-06/2024-05-12,Debt collection,,3 companies spiked together (avg 2.8x),8.327272727272728,"[8941851, 8938783, 8968833, 8943307, 8979029, 8964540, 8976398, 8952753, 8972377, 8944328]",,,,,3.0,"['Aldous & Associates, PLLC', 'The CBE Group, Inc.', 'WELLS FARGO & COMPANY']",2.78,"{'Attempts to collect debt not owed': 15, 'Written notification about debt': 7, 'Took or threatened to take negative or legal action': 3}",,,,,,,,
vol_Debt collection_2023-11-27/2023-12-03_07895826,volume_spike,high,2026-02-02 02:37:39.407913,2023-11-27/2023-12-03,Debt collection,TrueAccord Corp.,TrueAccord Corp.: 10 vs 3.2 expected (3.1x),8.325632167290834,"[7937388, 7916520, 7922282, 7928289, 7907985, 7920454, 7907810, 7912965, 7941557, 7933146]",10.0,3.2,3.08,0.001969,,,,,,,,,,,,
vol_Debt collection_2024-07-01/2024-07-07_3cd9d1bd,volume_spike,high,2026-02-02 02:37:39.551265,2024-07-01/2024-07-07,Debt collection,"Sequium Asset Solutions, LLC","Sequium Asset Solutions, LLC: 10 vs 3.2 expected (3.1x)",8.325632167290834,"[9448260, 9414915, 9446278, 9413709, 9416706, 9444756, 9435340, 9397137, 9412799, 9424489]",10.0,3.2,3.08,0.001969,,,,,,,,,,,,
clust_Debt collection_2025-01-06/2025-01-12_1,cluster_shrinking,high,2026-02-02 02:37:40.335927,2025-01-06/2025-01-12,Debt collection,,Cluster 'cluster_1' shrinking: 4.0% → 0.1%,8.252175540791006,"[11404196, 11448206]",,,,,,,,,1.0,cluster_1,4.02,0.11,-8.25,,,
vol_Debt collection_2025-01-20/2025-01-26_f6331657,volume_spike,high,2026-02-02 02:37:39.909614,2025-01-20/2025-01-26,Debt collection,CONTRACT CALLERS INC,CONTRACT CALLERS INC: 7 vs 2.0 expected (3.5x),8.20237986023827,"[11765138, 11601591, 11586080, 11751959, 11728568, 11750526, 11744431]",7.0,2.0,3.5,0.004534,,,,,,,,,,,,
vol_Debt collection_2024-04-15/2024-04-21_b2310e43,volume_spike,high,2026-02-02 02:37:40.125858,2024-04-15/2024-04-21,Debt collection,Zions Debt Holdings,Zions Debt Holdings: 7 vs 2.0 expected (3.5x),8.20237986023827,"[8820033, 8783191, 8775003, 8786879, 8819731, 8808145, 8788817]",7.0,2.0,3.5,0.004534,,,,,,,,,,,,
vol_Debt collection_2025-01-27/2025-02-02_703e04b2,volume_spike,high,2026-02-02 02:37:40.217385,2025-01-27/2025-02-02,Debt collection,LJ Ross Associates,LJ Ross Associates: 7 vs 2.0 expected (3.5x),8.20237986023827,"[11809801, 11828060, 11827892, 11788805, 11862611, 11851108, 11878452]",7.0,2.0,3.5,0.004534,,,,,,,,,,,,
vol_Debt collection_2024-12-02/2024-12-08_42491d14,volume_spike,high,2026-02-02 02:37:40.359021,2024-12-02/2024-12-08,Debt collection,"Lockhart, Morris & Montgomery Inc.","Lockhart, Morris & Montgomery Inc.: 5 vs 1.2 expected (4.0x)",8.159205713142711,"[11016191, 11032789, 10989656, 11000699, 11005895]",5.0,1.2,4.0,0.009124,,,,,,,,,,,,
vol_Debt collection_2024-10-07/2024-10-13_045bbf3e,volume_spike,high,2026-02-02 02:37:40.787021,2024-10-07/2024-10-13,Debt collection,Alorica Inc.,Alorica Inc.: 5 vs 1.2 expected (4.0x),8.159205713142711,"[10438169, 10427204, 10384574, 10386530, 10373782]",5.0,1.2,4.0,0.009124,,,,,,,,,,,,
vol_Debt collection_2024-09-30/2024-10-06_3cd9d1bd,volume_spike,medium,2026-02-02 02:37:40.389118,2024-09-30/2024-10-06,Debt collection,"Sequium Asset Solutions, LLC","Sequium Asset Solutions, LLC: 11 vs 3.8 expected (2.9x)",8.0921130549209,"[10307306, 10320768, 10321809, 10350499, 10277658, 10345514, 10311387, 10343957, 10314439, 10345933]",11.0,3.8,2.93,0.001743,,,,,,,,,,,,
vol_Debt collection_2023-11-27/2023-12-03_934d8cde,volume_spike,low,2026-02-02 02:37:39.405830,2023-11-27/2023-12-03,Debt collection,"EQUIFAX, INC.","EQUIFAX, INC.: 60 vs 33.8 expected (1.8x)",8.07244209758767,"[7905722, 7931176, 7908818, 7913855, 7917679, 7928260, 7916594, 7930868, 7921292, 7914155]",60.0,33.8,1.78,2.9e-05,,,,,,,,,,,,
vol_Debt collection_2024-03-18/2024-03-24_934d8cde,volume_spike,low,2026-02-02 02:37:40.920190,2024-03-18/2024-03-24,Debt collection,"EQUIFAX, INC.","EQUIFAX, INC.: 216 vs 154.5 expected (1.4x)",8.054538286427603,"[8581815, 8603374, 8579870, 8585410, 8588736, 8594291, 8569644, 8582999, 8580213, 8601059]",216.0,154.5,1.4,2e-06,,,,,,,,,,,,
clust_Debt collection_2024-10-14/2024-10-20_11,cluster_growing,high,2026-02-02 02:37:40.193145,2024-10-14/2024-10-20,Debt collection,,Cluster 'cluster_11' growing: 4.2% → 9.5%,8.048122605387897,"[10470189, 10443850, 10510947, 10489594, 10511063, 10487824, 10510137, 10494532, 10497180, 10480966]",,,,,,,,,11.0,cluster_11,4.16,9.49,8.05,,,
corr_Debt collection_2024-06-17/2024-06-23,correlated_spike,medium,2026-02-02 02:37:41.108562,2024-06-17/2024-06-23,Debt collection,,3 companies spiked together (avg 2.7x),8.0,"[9368311, 9279171, 9295586, 9305137, 9290381, 9295259, 9316790, 9303742, 9277076, 9311060]",,,,,3.0,"['Rent Recovery Solutions', 'OneMain Finance Corporation', 'Lockhart, Morris & Montgomery Inc.']",2.67,"{'Attempts to collect debt not owed': 6, 'Written notification about debt': 4, 'False statements or representation': 3}",,,,,,,,
corr_Debt collection_2024-08-26/2024-09-01,correlated_spike,medium,2026-02-02 02:37:39.652659,2024-08-26/2024-09-01,Debt collection,,3 companies spiked together (avg 2.6x),7.909090909090908,"[9939919, 9956159, 9913825, 9955426, 10013944, 10001415, 9984789, 9948704, 9935356, 9913699]",,,,,3.0,"['TrueAccord Corp.', 'Halsted Financial Services, LLC.', 'ZWICKER & ASSOCIATES']",2.64,"{'Attempts to collect debt not owed': 9, 'Written notification about debt': 3, 'Electronic communications': 3}",,,,,,,,
clust_Debt collection_2024-04-08/2024-04-14_19,cluster_shrinking,high,2026-02-02 02:37:39.615392,2024-04-08/2024-04-14,Debt collection,,Cluster 'cluster_19' shrinking: 15.7% → 8.3%,7.865463513796418,"[8742354, 8750976, 8728310, 8737267, 8730003, 8744792, 8758491, 8730231, 8744174, 8722385]",,,,,,,,,19.0,cluster_19,15.73,8.33,-7.87,,,
clust_Debt collection_2023-11-27/2023-12-03_22,cluster_growing,high,2026-02-02 02:37:39.416151,2023-11-27/2023-12-03,Debt collection,,Cluster 'cluster_22' growing: 2.1% → 7.9%,7.859129377245435,"[7907404, 7910511, 7914961, 7922618, 7910220, 7920820, 7914174, 7910516, 7910715, 7907554]",,,,,,,,,22.0,cluster_22,2.07,7.94,7.86,,,
corr_Debt collection_2024-01-08/2024-01-14,correlated_spike,medium,2026-02-02 02:37:40.826600,2024-01-08/2024-01-14,Debt collection,,3 companies spiked together (avg 2.6x),7.754901960784315,"[8149028, 8152540, 8132525, 8126599, 8194643, 8121826, 8138815, 8132415, 8145777, 8126645]",,,,,3.0,"['W&A Intermediate Co., LLC', 'JPMORGAN CHASE & CO.', 'SANTANDER HOLDINGS USA, INC.']",2.58,"{'Attempts to collect debt not owed': 9, 'Written notification about debt': 8, 'Took or threatened to take negative or legal action': 2}",,,,,,,,
vol_Debt collection_2024-08-26/2024-09-01_cc7c5f17,volume_spike,high,2026-02-02 02:37:39.638476,2024-08-26/2024-09-01,Debt collection,CCF Intermediate Holdings LLC,CCF Intermediate Holdings LLC: 6 vs 1.7 expected (3.6x),7.691618286802069,"[9958963, 9915399, 9961478, 9940182, 9942836, 9936376]",6.0,1.7,3.6,0.007302,,,,,,,,,,,,
vol_Debt collection_2024-06-17/2024-06-23_9a5e8f84,volume_spike,high,2026-02-02 02:37:41.093679,2024-06-17/2024-06-23,Debt collection,Bridgecrest Acceptance Corporation,Bridgecrest Acceptance Corporation: 6 vs 1.7 expected (3.6x),7.691618286802069,"[9317960, 9299008, 9301276, 9281043, 9282092, 9282398]",6.0,1.7,3.6,0.007302,,,,,,,,,,,,
vol_Debt collection_2024-02-12/2024-02-18_9268be76,volume_spike,medium,2026-02-02 02:37:40.582101,2024-02-12/2024-02-18,Debt collection,"National Credit Systems,Inc.","National Credit Systems,Inc.: 26 vs 12.0 expected (2.2x)",7.608888207172945,"[8330082, 8339518, 8344981, 8351814, 8365647, 8343509, 8366172, 8365696, 8370444, 8360692]",26.0,12.0,2.17,0.000308,,,,,,,,,,,,
vol_Debt collection_2024-09-23/2024-09-29_8f69f7e7,volume_spike,high,2026-02-02 02:37:39.834187,2024-09-23/2024-09-29,Debt collection,"Collection Management Holdings, LLC","Collection Management Holdings, LLC: 8 vs 2.5 expected (3.2x)",7.590236380450145,"[10261402, 10227316, 10211319, 10211608, 10224103, 10245468, 10269772, 10243180]",8.0,2.5,3.2,0.004247,,,,,,,,,,,,
vol_Debt collection_2024-09-30/2024-10-06_b551a6e4,volume_spike,high,2026-02-02 02:37:40.391176,2024-09-30/2024-10-06,Debt collection,Self Financial Inc.,Self Financial Inc.: 8 vs 2.5 expected (3.2x),7.590236380450145,"[10364724, 10336693, 10325364, 10352044, 10362945, 10308667, 10352681, 10326337]",8.0,2.5,3.2,0.004247,,,,,,,,,,,,
corr_Debt collection_2024-10-28/2024-11-03,correlated_spike,medium,2026-02-02 02:37:39.682428,2024-10-28/2024-11-03,Debt collection,,3 companies spiked together (avg 2.5x),7.519230769230769,"[10664546, 10618263, 10632423, 10639373, 10644347, 10655678, 10670665, 10657915, 10669516, 10604268]",,,,,3.0,"['TrueAccord Corp.', 'Capio Partners, LLC', 'Bridgecrest Acceptance Corporation']",2.51,"{'Attempts to collect debt not owed': 9, 'Written notification about debt': 4, 'Took or threatened to take negative or legal action': 4}",,,,,,,,
clust_Debt collection_2024-05-27/2024-06-02_1,cluster_growing,high,2026-02-02 02:37:40.100835,2024-05-27/2024-06-02,Debt collection,,Cluster 'cluster_1' growing: 20.5% → 29.7%,7.515011634920242,"[9136371, 9144840, 9137309, 9110873, 9144732, 9114842, 9127987, 9130712, 9130353, 9137165]",,,,,,,,,1.0,cluster_1,20.48,29.71,7.52,,,
corr_Debt collection_2024-07-01/2024-07-07,correlated_spike,medium,2026-02-02 02:37:39.567454,2024-07-01/2024-07-07,Debt collection,,3 companies spiked together (avg 2.5x),7.480963480963481,"[9400648, 9448260, 9436721, 9396659, 9398541, 9414915, 9446278, 9438620, 9398817, 9443807]",,,,,3.0,"['Sequium Asset Solutions, LLC', 'ONLINE Information Services, Inc.', 'Source Receivables Management LLC']",2.49,"{'Attempts to collect debt not owed': 11, 'Written notification about debt': 4, 'Took or threatened to take negative or legal action': 2}",,,,,,,,
vol_Debt collection_2024-01-22/2024-01-28_ab97e55d,volume_spike,medium,2026-02-02 02:37:39.436326,2024-01-22/2024-01-28,Debt collection,"CCS Financial Services, Inc.","CCS Financial Services, Inc.: 27 vs 12.8 expected (2.1x)",7.349599140255834,"[8219418, 8228434, 8222677, 8217318, 8211139, 8213701, 8216927, 8197457, 8226750, 8233045]",27.0,12.8,2.12,0.000338,,,,,,,,,,,,
corr_Debt collection_2024-07-22/2024-07-28,correlated_spike,medium,2026-02-02 02:37:40.626485,2024-07-22/2024-07-28,Debt collection,,3 companies spiked together (avg 2.4x),7.348484848484848,"[9638260, 9600994, 9605362, 9597697, 9612755, 9621734, 9612120, 9614248, 9602934, 9626454]",,,,,3.0,"['JPMORGAN CHASE & CO.', 'Penn Credit Corporation', 'Collection Management Holdings, LLC']",2.45,"{'Attempts to collect debt not owed': 11, 'Written notification about debt': 6, 'Threatened to contact someone or share information improperly': 3}",,,,,,,,
vol_Debt collection_2024-06-10/2024-06-16_2993a6c8,volume_spike,medium,2026-02-02 02:37:39.863152,2024-06-10/2024-06-16,Debt collection,"Diversified Adjustment Service, Inc.","Diversified Adjustment Service, Inc.: 9 vs 3.0 expected (3.0x)",7.2596237091276254,"[9236729, 9250701, 9225815, 9261331, 9226159, 9240629, 9274699, 9251701, 9271127]",9.0,3.0,3.0,0.003803,,,,,,,,,,,,
corr_Debt collection_2024-04-29/2024-05-05,correlated_spike,medium,2026-02-02 02:37:39.394364,2024-04-29/2024-05-05,Debt collection,,3 companies spiked together (avg 2.4x),7.178787878787879,"[8899536, 8909674, 8914869, 8922405, 8912871, 8903301, 8922142, 8903477, 8882745, 8888907]",,,,,3.0,"['NAVY FEDERAL CREDIT UNION', 'SANTANDER HOLDINGS USA, INC.', 'TD BANK US HOLDING COMPANY']",2.39,"{'Attempts to collect debt not owed': 6, 'Written notification about debt': 6, 'Took or threatened to take negative or legal action': 4}",,,,,,,,
clust_Debt collection_2024-02-12/2024-02-18_11,cluster_shrinking,high,2026-02-02 02:37:40.592075,2024-02-12/2024-02-18,Debt collection,,Cluster 'cluster_11' shrinking: 12.0% → 4.2%,7.134757297121981,"[8348379, 8336945, 8334883, 8330195, 8330153, 8324971, 8357536, 8324899, 8325235, 8336514]",,,,,,,,,11.0,cluster_11,11.96,4.17,-7.13,,,
vol_Debt collection_2024-09-30/2024-10-06_8f69f7e7,volume_spike,medium,2026-02-02 02:37:40.390058,2024-09-30/2024-10-06,Debt collection,"Collection Management Holdings, LLC","Collection Management Holdings, LLC: 10 vs 3.5 expected (2.9x)",7.08435358870948,"[10278434, 10343101, 10327225, 10323508, 10295408, 10353813, 10341049, 10338729, 10307266, 10290183]",10.0,3.5,2.86,0.003315,,,,,,,,,,,,
vol_Debt collection_2024-06-10/2024-06-16_cac03e26,volume_spike,medium,2026-02-02 02:37:39.861709,2024-06-10/2024-06-16,Debt collection,"Affirm Holdings, Inc","Affirm Holdings, Inc: 14 vs 5.5 expected (2.5x)",7.0594855282791045,"[9244498, 9244026, 9243875, 9244357, 9244445, 9254689, 9244430, 9271706, 9244446, 9244479]",14.0,5.5,2.55,0.001685,,,,,,,,,,,,
corr_Debt collection_2024-03-25/2024-03-31,correlated_spike,medium,2026-02-02 02:37:39.512845,2024-03-25/2024-03-31,Debt collection,,3 companies spiked together (avg 2.3x),7.035612535612536,"[8639937, 8623820, 8635411, 8640864, 8619084, 8640403, 8652047, 8629958, 8634752, 8640527]",,,,,3.0,"['T.S. Holdings', 'TrueAccord Corp.', 'V and H Portfolio']",2.35,"{'Attempts to collect debt not owed': 14, 'Communication tactics': 6, 'False statements or representation': 3}",,,,,,,,
vol_Debt collection_2024-03-11/2024-03-17_3b77d19d,volume_spike,medium,2026-02-02 02:37:40.253562,2024-03-11/2024-03-17,Debt collection,"CITIBANK, N.A.","CITIBANK, N.A.: 13 vs 5.0 expected (2.6x)",7.006728498152899,"[8537274, 8551112, 8536325, 8560415, 8526708, 8543969, 8527537, 8543039, 8561355, 8537617]",13.0,5.0,2.6,0.002019,,,,,,,,,,,,
vol_Debt collection_2025-01-13/2025-01-19_cc7c5f17,volume_spike,high,2026-02-02 02:37:39.738137,2025-01-13/2025-01-19,Debt collection,CCF Intermediate Holdings LLC,CCF Intermediate Holdings LLC: 6 vs 1.8 expected (3.4x),6.992090438389245,"[11549662, 11631039, 11624420, 11635784, 11651629, 11759856]",6.0,1.8,3.43,0.009134,,,,,,,,,,,,
vol_Debt collection_2024-06-10/2024-06-16_07895826,volume_spike,high,2026-02-02 02:37:39.865453,2024-06-10/2024-06-16,Debt collection,TrueAccord Corp.,TrueAccord Corp.: 6 vs 1.8 expected (3.4x),6.992090438389245,"[9270265, 9241201, 9221139, 9237205, 9265243, 9216553]",6.0,1.8,3.43,0.009134,,,,,,,,,,,,
vol_Debt collection_2024-07-22/2024-07-28_b504825c,volume_spike,high,2026-02-02 02:37:40.611162,2024-07-22/2024-07-28,Debt collection,TD BANK US HOLDING COMPANY,TD BANK US HOLDING COMPANY: 6 vs 1.8 expected (3.4x),6.992090438389245,"[9597145, 9637344, 9596661, 9626755, 9634241, 9611943]",6.0,1.8,3.43,0.009134,,,,,,,,,,,,
vol_Debt collection_2024-11-04/2024-11-10_e7ac8ff7,volume_spike,high,2026-02-02 02:37:40.893605,2024-11-04/2024-11-10,Debt collection,"The CBE Group, Inc.","The CBE Group, Inc.: 6 vs 1.8 expected (3.4x)",6.992090438389245,"[10710663, 10719894, 10737900, 10686101, 10724075, 10724039]",6.0,1.8,3.43,0.009134,,,,,,,,,,,,
vol_Debt collection_2024-07-08/2024-07-14_90b4584e,volume_spike,high,2026-02-02 02:37:41.121219,2024-07-08/2024-07-14,Debt collection,NAVY FEDERAL CREDIT UNION,NAVY FEDERAL CREDIT UNION: 6 vs 1.8 expected (3.4x),6.992090438389245,"[9494923, 9455614, 9507933, 9449721, 9488428, 9499795]",6.0,1.8,3.43,0.009134,,,,,,,,,,,,
vol_Debt collection_2024-04-22/2024-04-28_3976c962,volume_spike,medium,2026-02-02 02:37:40.422097,2024-04-22/2024-04-28,Debt collection,Velocity Portfolio Group,Velocity Portfolio Group: 12 vs 4.5 expected (2.7x),6.984038113986086,"[8856065, 8873977, 8837774, 8831795, 8833772, 8831253, 8834503, 8840020, 8836556, 8858580]",12.0,4.5,2.67,0.002404,,,,,,,,,,,,
vol_Debt collection_2024-07-22/2024-07-28_61988214,volume_spike,medium,2026-02-02 02:37:40.609628,2024-07-22/2024-07-28,Debt collection,JPMORGAN CHASE & CO.,JPMORGAN CHASE & CO.: 12 vs 4.5 expected (2.7x),6.984038113986086,"[9600994, 9605362, 9597697, 9612755, 9614248, 9623441, 9615009, 9611578, 9615017, 9605607]",12.0,4.5,2.67,0.002404,,,,,,,,,,,,
vol_Debt collection_2024-08-12/2024-08-18_934d8cde,volume_spike,low,2026-02-02 02:37:39.284960,2024-08-12/2024-08-18,Debt collection,"EQUIFAX, INC.","EQUIFAX, INC.: 172 vs 122.0 expected (1.4x)",6.966794462988487,"[9807835, 9767732, 9801515, 9822299, 9796986, 9764821, 9785191, 9814431, 9794707, 9770587]",172.0,122.0,1.41,1.1e-05,,,,,,,,,,,,
vol_Debt collection_2025-01-20/2025-01-26_b7003b2d,volume_spike,low,2026-02-02 02:37:39.892742,2025-01-20/2025-01-26,Debt collection,Resurgent Capital Services L.P.,Resurgent Capital Services L.P.: 163 vs 114.8 expected (1.4x),6.943072781895908,"[11612313, 11777484, 11598036, 11778143, 11613542, 11593669, 11689998, 11715539, 11772541, 11617064]",163.0,114.8,1.42,1.3e-05,,,,,,,,,,,,
vol_Debt collection_2024-10-07/2024-10-13_934d8cde,volume_spike,low,2026-02-02 02:37:40.779765,2024-10-07/2024-10-13,Debt collection,"EQUIFAX, INC.","EQUIFAX, INC.: 180 vs 128.8 expected (1.4x)",6.9024481350141595,"[10371972, 10369830, 10396229, 10370247, 10407584, 10390844, 10369926, 10427392, 10408829, 10406612]",180.0,128.8,1.4,1.2e-05,,,,,,,,,,,,
clust_Debt collection_2024-03-18/2024-03-24_11,cluster_shrinking,high,2026-02-02 02:37:40.933915,2024-03-18/2024-03-24,Debt collection,,Cluster 'cluster_11' shrinking: 7.9% → 3.1%,6.858049272131297,"[8599056, 8583083, 8585410, 8601238, 8571010, 8571251, 8593560, 8602749, 8612168, 8597691]",,,,,,,,,11.0,cluster_11,7.92,3.06,-6.86,,,
clust_Debt collection_2024-04-08/2024-04-14_8,cluster_growing,high,2026-02-02 02:37:39.613832,2024-04-08/2024-04-14,Debt collection,,Cluster 'cluster_8' growing: 11.9% → 18.2%,6.81121366430118,"[8731421, 8748995, 8731275, 8748931, 8748647, 8757859, 8749482, 8745025, 8743528, 8741319]",,,,,,,,,8.0,cluster_8,11.94,18.16,6.81,,,
vol_Debt collection_2024-09-16/2024-09-22_7bcc6782,volume_spike,medium,2026-02-02 02:37:41.037147,2024-09-16/2024-09-22,Debt collection,T.S. Holdings,T.S. Holdings: 17 vs 7.2 expected (2.3x),6.703756728521116,"[10158536, 10163610, 10171028, 10200206, 10198000, 10192060, 10208513, 10192148, 10206615, 10206497]",17.0,7.2,2.34,0.001384,,,,,,,,,,,,
clust_Debt collection_2024-01-22/2024-01-28_20,cluster_shrinking,high,2026-02-02 02:37:39.446628,2024-01-22/2024-01-28,Debt collection,,Cluster 'cluster_20' shrinking: 14.1% → 6.5%,6.687924230746101,"[8209335, 8199728, 8200674, 8219681, 8211478, 8201514, 8199753, 8201296, 8200965, 8226995]",,,,,,,,,20.0,cluster_20,14.07,6.53,-6.69,,,
corr_Debt collection_2024-11-18/2024-11-24,correlated_spike,medium,2026-02-02 02:37:40.471802,2024-11-18/2024-11-24,Debt collection,,3 companies spiked together (avg 2.2x),6.681547619047619,"[10876600, 10874183, 10891737, 10895383, 10829519, 10904016, 10860049, 10891905, 10872126, 10834555]",,,,,3.0,"['Absolute Resolutions Corp.', 'Harris & Harris, Ltd.', 'Halsted Financial Services, LLC.']",2.23,"{'Attempts to collect debt not owed': 12, 'False statements or representation': 4, 'Electronic communications': 4}",,,,,,,,
