alert_id,type,severity,week,description,score,entity,observed,expected,ratio,p_value,companies_affected,company_list,avg_growth_ratio,common_issues,cluster_id,cluster_label,baseline_share,current_share,z_score
vol_2025-01-13/2025-01-19_9132,volume_spike,medium,2025-01-13/2025-01-19,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis: 35 complaints vs 15.5 expected (2.3x)",10.941871788434593,"Rowland Avenue Management, Inc. A/KA Columbia Debt Recovery, LLC d/b/a Genesis",35.0,15.5,2.26,1.4e-05,,,,,,,,,
clust_2024-04-29/2024-05-05_2,cluster_growing,high,2024-04-29/2024-05-05,"Cluster 'inaccurate accounts, identified inaccurate, report' growing: 1.1% → 5.3%",10.935578014560054,,,,,,,,,,2.0,"inaccurate accounts, identified inaccurate, report identified, inaccurate, reviewing credit",1.1,5.25,10.94
corr_2024-02-26/2024-03-03,correlated_spike,medium,2024-02-26/2024-03-03,4 companies spiked together (avg 2.7x),10.815151515151515,,,,,,4.0,"['Ability Recovery Services, LLC', 'Aldous & Associates, PLLC', 'CAINE & WEINER COMPANY, INC.', 'JPMORGAN CHASE & CO.']",2.7,"{'Attempts to collect debt not owed': 16, 'Written notification about debt': 14, 'Took or threatened to take negative or legal action': 5}",,,,,
vol_2025-01-20/2025-01-26_7766,volume_spike,low,2025-01-20/2025-01-26,"EQUIFAX, INC.: 145 complaints vs 91.5 expected (1.6x)",10.802878091335128,"EQUIFAX, INC.",145.0,91.5,1.58,0.0,,,,,,,,,
vol_2024-04-22/2024-04-28_9195,volume_spike,medium,2024-04-22/2024-04-28,"W&A Intermediate Co., LLC: 16 complaints vs 5.5 expected (2.9x)",10.7595792963225,"W&A Intermediate Co., LLC",16.0,5.5,2.91,0.0002,,,,,,,,,
corr_2024-05-06/2024-05-12,correlated_spike,medium,2024-05-06/2024-05-12,4 companies spiked together (avg 2.7x),10.727272727272727,,,,,,4.0,"['AMERICAN EXPRESS COMPANY', 'Aldous & Associates, PLLC', 'The CBE Group, Inc.', 'WELLS FARGO & COMPANY']",2.68,"{'Attempts to collect debt not owed': 20, 'Written notification about debt': 8, 'Took or threatened to take negative or legal action': 3}",,,,,
corr_2024-10-14/2024-10-20,correlated_spike,medium,2024-10-14/2024-10-20,4 companies spiked together (avg 2.7x),10.709523809523809,,,,,,4.0,"['Ability Recovery Services, LLC', 'BARCLAYS BANK DELAWARE', 'Credit Control, LLC', 'Velocity Portfolio Group']",2.68,"{'Attempts to collect debt not owed': 11, 'Written notification about debt': 8, 'Took or threatened to take negative or legal action': 7}",,,,,
vol_2024-02-26/2024-03-03_2286,volume_spike,high,2024-02-26/2024-03-03,ALLY FINANCIAL INC.: 7 complaints vs 1.8 expected (4.0x),10.629350363139096,ALLY FINANCIAL INC.,7.0,1.8,4.0,0.002201,,,,,,,,,
vol_2024-02-26/2024-03-03_2176,volume_spike,high,2024-02-26/2024-03-03,CCF Intermediate Holdings LLC: 7 complaints vs 1.8 expected (4.0x),10.629350363139096,CCF Intermediate Holdings LLC,7.0,1.8,4.0,0.002201,,,,,,,,,
vol_2024-06-10/2024-06-16_2471,volume_spike,high,2024-06-10/2024-06-16,"Debt Recovery Solutions, LLC: 7 complaints vs 1.8 expected (4.0x)",10.629350363139096,"Debt Recovery Solutions, LLC",7.0,1.8,4.0,0.002201,,,,,,,,,
vol_2024-06-24/2024-06-30_229,volume_spike,high,2024-06-24/2024-06-30,AMERICAN EXPRESS COMPANY: 7 complaints vs 1.8 expected (4.0x),10.629350363139096,AMERICAN EXPRESS COMPANY,7.0,1.8,4.0,0.002201,,,,,,,,,
vol_2024-09-02/2024-09-08_5906,volume_spike,high,2024-09-02/2024-09-08,OneMain Finance Corporation: 7 complaints vs 1.8 expected (4.0x),10.629350363139096,OneMain Finance Corporation,7.0,1.8,4.0,0.002201,,,,,,,,,
vol_2024-10-07/2024-10-13_6019,volume_spike,high,2024-10-07/2024-10-13,"ONLINE Information Services, Inc.: 7 complaints vs 1.8 expected (4.0x)",10.629350363139096,"ONLINE Information Services, Inc.",7.0,1.8,4.0,0.002201,,,,,,,,,
vol_2024-11-11/2024-11-17_6223,volume_spike,high,2024-11-11/2024-11-17,Rent Recovery Solutions: 7 complaints vs 1.8 expected (4.0x),10.629350363139096,Rent Recovery Solutions,7.0,1.8,4.0,0.002201,,,,,,,,,
vol_2025-01-13/2025-01-19_4557,volume_spike,high,2025-01-13/2025-01-19,"Capio Partners, LLC: 7 complaints vs 1.8 expected (4.0x)",10.629350363139096,"Capio Partners, LLC",7.0,1.8,4.0,0.002201,,,,,,,,,
clust_2024-04-22/2024-04-28_21,cluster_shrinking,high,2024-04-22/2024-04-28,"Cluster 'accounts, listed accounts, listed, accounts credit' shrinking: 10.2% → 2.4%",10.521821771271984,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",10.24,2.43,-10.52
corr_2024-04-22/2024-04-28,correlated_spike,medium,2024-04-22/2024-04-28,4 companies spiked together (avg 2.6x),10.462714097496704,,,,,,4.0,"['Lockhart, Morris & Montgomery Inc.', 'National Credit Adjusters, LLC', 'Velocity Portfolio Group', 'W&A Intermediate Co., LLC']",2.62,"{'Attempts to collect debt not owed': 31, 'Written notification about debt': 9, 'Communication tactics': 5}",,,,,
clust_2024-03-18/2024-03-24_21,cluster_growing,high,2024-03-18/2024-03-24,"Cluster 'accounts, listed accounts, listed, accounts credit' growing: 2.4% → 7.9%",10.320179598092285,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",2.45,7.9,10.32
clust_2024-05-20/2024-05-26_3,cluster_shrinking,high,2024-05-20/2024-05-26,"Cluster 'accounts, look documents, accordance fcra, report ' shrinking: 8.1% → 0.8%",10.088016068057158,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",8.08,0.75,-10.09
corr_2024-06-24/2024-06-30,correlated_spike,medium,2024-06-24/2024-06-30,4 companies spiked together (avg 2.5x),10.086274509803921,,,,,,4.0,"['Consumer Adjustment Company Incorporated', 'FAIR COLLECTIONS & OUTSOURCING, INC.', 'V and H Portfolio', 'Waypoint Resource Group, LLC']",2.52,"{'Attempts to collect debt not owed': 15, 'Written notification about debt': 7, 'False statements or representation': 3}",,,,,
clust_2024-03-11/2024-03-17_28,cluster_growing,high,2024-03-11/2024-03-17,"Cluster 'need reporting, reporting correction, correction c' growing: 3.1% → 8.9%",10.063204113817203,,,,,,,,,,28.0,"need reporting, reporting correction, correction company, accounts need, identified inaccurate",3.11,8.95,10.06
vol_2025-01-13/2025-01-19_5663,volume_spike,low,2025-01-13/2025-01-19,ENCORE CAPITAL GROUP INC.: 98 complaints vs 58.2 expected (1.7x),9.918689861135425,ENCORE CAPITAL GROUP INC.,98.0,58.2,1.68,1e-06,,,,,,,,,
vol_2024-10-07/2024-10-13_6497,volume_spike,high,2024-10-07/2024-10-13,NCB Management Services Inc.: 10 complaints vs 3.0 expected (3.3x),9.858753460843442,NCB Management Services Inc.,10.0,3.0,3.33,0.001102,,,,,,,,,
corr_2024-04-08/2024-04-14,correlated_spike,medium,2024-04-08/2024-04-14,4 companies spiked together (avg 2.4x),9.722222222222221,,,,,,4.0,"['Credit Control, LLC', 'Lockhart, Morris & Montgomery Inc.', 'NCB Management Services Inc.', 'ProCollect, Inc.']",2.43,"{'Attempts to collect debt not owed': 18, 'Written notification about debt': 9, 'False statements or representation': 3}",,,,,
vol_2024-12-16/2024-12-22_7265,volume_spike,medium,2024-12-16/2024-12-22,"Spring Oaks Capital, LLC: 19 complaints vs 7.2 expected (2.6x)",9.690544114931013,"Spring Oaks Capital, LLC",19.0,7.2,2.62,0.000201,,,,,,,,,
vol_2024-01-22/2024-01-28_6748,volume_spike,medium,2024-01-22/2024-01-28,TRANSWORLD SYSTEMS INC: 26 complaints vs 11.0 expected (2.4x),9.657627292202383,TRANSWORLD SYSTEMS INC,26.0,11.0,2.36,8.2e-05,,,,,,,,,
corr_2024-10-07/2024-10-13,correlated_spike,medium,2024-10-07/2024-10-13,3 companies spiked together (avg 3.2x),9.619047619047619,,,,,,3.0,"['Diversified Adjustment Service, Inc.', 'NCB Management Services Inc.', 'United Collection Bureau, Inc.']",3.21,"{'Attempts to collect debt not owed': 12, 'False statements or representation': 4, 'Took or threatened to take negative or legal action': 4}",,,,,
vol_2023-12-04/2023-12-10_2063,volume_spike,high,2023-12-04/2023-12-10,"Affirm Holdings, Inc: 6 complaints vs 1.5 expected (4.0x)",9.404226727165076,"Affirm Holdings, Inc",6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2024-01-01/2024-01-07_5036,volume_spike,high,2024-01-01/2024-01-07,"The CMI Group, Inc.: 6 complaints vs 1.5 expected (4.0x)",9.404226727165076,"The CMI Group, Inc.",6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2024-01-22/2024-01-28_9420,volume_spike,high,2024-01-22/2024-01-28,CREDIT ACCEPTANCE CORPORATION: 6 complaints vs 1.5 expected (4.0x),9.404226727165076,CREDIT ACCEPTANCE CORPORATION,6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2024-04-01/2024-04-07_511,volume_spike,high,2024-04-01/2024-04-07,"Bull City Financial Solutions, Inc: 6 complaints vs 1.5 expected (4.0x)",9.404226727165076,"Bull City Financial Solutions, Inc",6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2024-07-29/2024-08-04_2009,volume_spike,high,2024-07-29/2024-08-04,Mullooly Jeffrey Rooney & Flynn: 6 complaints vs 1.5 expected (4.0x),9.404226727165076,Mullooly Jeffrey Rooney & Flynn,6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2024-07-29/2024-08-04_7857,volume_spike,high,2024-07-29/2024-08-04,"Westlake Services, LLC: 6 complaints vs 1.5 expected (4.0x)",9.404226727165076,"Westlake Services, LLC",6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2024-08-12/2024-08-18_2270,volume_spike,high,2024-08-12/2024-08-18,"Nelnet, Inc.: 6 complaints vs 1.5 expected (4.0x)",9.404226727165076,"Nelnet, Inc.",6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2024-08-19/2024-08-25_3340,volume_spike,high,2024-08-19/2024-08-25,Consumer Adjustment Company Incorporated: 6 complaints vs 1.5 expected (4.0x),9.404226727165076,Consumer Adjustment Company Incorporated,6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2024-09-30/2024-10-06_2286,volume_spike,high,2024-09-30/2024-10-06,ALLY FINANCIAL INC.: 6 complaints vs 1.5 expected (4.0x),9.404226727165076,ALLY FINANCIAL INC.,6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2024-12-23/2024-12-29_1974,volume_spike,high,2024-12-23/2024-12-29,"ACIMA CREDIT, LLC: 6 complaints vs 1.5 expected (4.0x)",9.404226727165076,"ACIMA CREDIT, LLC",6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2025-01-27/2025-02-02_928,volume_spike,high,2025-01-27/2025-02-02,"Upstart Holdings, Inc.: 6 complaints vs 1.5 expected (4.0x)",9.404226727165076,"Upstart Holdings, Inc.",6.0,1.5,4.0,0.004456,,,,,,,,,
vol_2024-10-14/2024-10-20_6490,volume_spike,high,2024-10-14/2024-10-20,"Credit Control, LLC: 11 complaints vs 3.5 expected (3.1x)",9.402352764796808,"Credit Control, LLC",11.0,3.5,3.14,0.001019,,,,,,,,,
clust_2024-02-19/2024-02-25_29,cluster_growing,high,2024-02-19/2024-02-25,"Cluster '1006, cfr 1006, 34, 12 cfr, cfr' growing: 1.6% → 6.7%",9.392691154851791,,,,,,,,,,29.0,"1006, cfr 1006, 34, 12 cfr, cfr",1.62,6.73,9.39
clust_2024-01-15/2024-01-21_20,cluster_growing,high,2024-01-15/2024-01-21,"Cluster 'credit report, report, credit, accounts, fraudulen' growing: 1.8% → 8.2%",9.321540661144486,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",1.81,8.21,9.32
corr_2024-01-29/2024-02-04,correlated_spike,medium,2024-01-29/2024-02-04,4 companies spiked together (avg 2.3x),9.315151515151516,,,,,,4.0,"['FAIR COLLECTIONS & OUTSOURCING, INC.', 'MRS BPO, LLC', 'NCB Management Services Inc.', 'TrueAccord Corp.']",2.33,"{'Attempts to collect debt not owed': 13, 'Written notification about debt': 5, 'Electronic communications': 3}",,,,,
vol_2025-01-20/2025-01-26_2471,volume_spike,medium,2025-01-20/2025-01-26,"Debt Recovery Solutions, LLC: 12 complaints vs 4.0 expected (3.0x)",9.115410329753775,"Debt Recovery Solutions, LLC",12.0,4.0,3.0,0.000915,,,,,,,,,
clust_2024-04-15/2024-04-21_26,cluster_shrinking,high,2024-04-15/2024-04-21,"Cluster 'transactions, wish, formally, transactions consume' shrinking: 12.4% → 5.1%",8.758456417009313,,,,,,,,,,26.0,"transactions, wish, formally, transactions consumer, inclusion specific",12.36,5.1,-8.76
vol_2024-08-12/2024-08-18_2401,volume_spike,high,2024-08-12/2024-08-18,"Eastern Account Systems of Connecticut, Inc.: 9 complaints vs 2.8 expected (3.3x)",8.723060919998623,"Eastern Account Systems of Connecticut, Inc.",9.0,2.8,3.27,0.002161,,,,,,,,,
clust_2024-04-15/2024-04-21_21,cluster_shrinking,high,2024-04-15/2024-04-21,"Cluster 'accounts, listed accounts, listed, accounts credit' shrinking: 11.3% → 4.4%",8.687533310288353,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",11.27,4.37,-8.69
clust_2024-04-29/2024-05-05_3,cluster_growing,high,2024-04-29/2024-05-05,"Cluster 'accounts, look documents, accordance fcra, report ' growing: 4.8% → 10.6%",8.67855584423411,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",4.83,10.57,8.68
vol_2024-03-18/2024-03-24_3109,volume_spike,low,2024-03-18/2024-03-24,"TRANSUNION INTERMEDIATE HOLDINGS, INC.: 259 complaints vs 188.0 expected (1.4x)",8.626001201937823,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",259.0,188.0,1.38,1e-06,,,,,,,,,
clust_2024-06-24/2024-06-30_21,cluster_shrinking,high,2024-06-24/2024-06-30,"Cluster 'accounts, listed accounts, listed, accounts credit' shrinking: 7.5% → 1.2%",8.622313010924014,,,,,,,,,,21.0,"accounts, listed accounts, listed, accounts credit, fcra 605b",7.48,1.17,-8.62
vol_2025-01-13/2025-01-19_2310,volume_spike,low,2025-01-13/2025-01-19,CAPITAL ONE FINANCIAL CORPORATION: 44 complaints vs 22.5 expected (2.0x),8.619188534341504,CAPITAL ONE FINANCIAL CORPORATION,44.0,22.5,1.96,3.9e-05,,,,,,,,,
corr_2024-08-05/2024-08-11,correlated_spike,medium,2024-08-05/2024-08-11,3 companies spiked together (avg 2.8x),8.5,,,,,,3.0,"['Credit Control, LLC', 'Lockhart, Morris & Montgomery Inc.', 'RentDebt Automated Collections, LLC']",2.83,"{'Attempts to collect debt not owed': 9, 'False statements or representation': 3, 'Communication tactics': 2}",,,,,
clust_2025-01-06/2025-01-12_3,cluster_shrinking,high,2025-01-06/2025-01-12,"Cluster 'accounts, look documents, accordance fcra, report ' shrinking: 4.0% → 0.1%",8.350293927218196,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",3.98,0.06,-8.35
vol_2023-11-27/2023-12-03_6274,volume_spike,high,2023-11-27/2023-12-03,TrueAccord Corp.: 10 complaints vs 3.2 expected (3.1x),8.325632167290834,TrueAccord Corp.,10.0,3.2,3.08,0.001969,,,,,,,,,
vol_2024-07-01/2024-07-07_8725,volume_spike,high,2024-07-01/2024-07-07,"Sequium Asset Solutions, LLC: 10 complaints vs 3.2 expected (3.1x)",8.325632167290834,"Sequium Asset Solutions, LLC",10.0,3.2,3.08,0.001969,,,,,,,,,
vol_2024-04-15/2024-04-21_8783,volume_spike,high,2024-04-15/2024-04-21,Zions Debt Holdings: 7 complaints vs 2.0 expected (3.5x),8.20237986023827,Zions Debt Holdings,7.0,2.0,3.5,0.004534,,,,,,,,,
vol_2025-01-20/2025-01-26_6906,volume_spike,high,2025-01-20/2025-01-26,"United Collection Bureau, Inc.: 7 complaints vs 2.0 expected (3.5x)",8.20237986023827,"United Collection Bureau, Inc.",7.0,2.0,3.5,0.004534,,,,,,,,,
vol_2023-12-11/2023-12-17_3716,volume_spike,high,2023-12-11/2023-12-17,"Navient Solutions, LLC.: 5 complaints vs 1.2 expected (4.0x)",8.159205713142711,"Navient Solutions, LLC.",5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2024-02-12/2024-02-18_8148,volume_spike,high,2024-02-12/2024-02-18,"Receivables Management Partners, LLC: 5 complaints vs 1.2 expected (4.0x)",8.159205713142711,"Receivables Management Partners, LLC",5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2024-05-20/2024-05-26_147,volume_spike,high,2024-05-20/2024-05-26,TRUIST FINANCIAL CORPORATION: 5 complaints vs 1.2 expected (4.0x),8.159205713142711,TRUIST FINANCIAL CORPORATION,5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2024-07-29/2024-08-04_1543,volume_spike,high,2024-07-29/2024-08-04,Unifin Inc.: 5 complaints vs 1.2 expected (4.0x),8.159205713142711,Unifin Inc.,5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2024-09-30/2024-10-06_5056,volume_spike,high,2024-09-30/2024-10-06,Quest Legal Group: 5 complaints vs 1.2 expected (4.0x),8.159205713142711,Quest Legal Group,5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2024-10-07/2024-10-13_3918,volume_spike,high,2024-10-07/2024-10-13,Alorica Inc.: 5 complaints vs 1.2 expected (4.0x),8.159205713142711,Alorica Inc.,5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2024-10-14/2024-10-20_8096,volume_spike,high,2024-10-14/2024-10-20,"Aargon Agency, Inc.: 5 complaints vs 1.2 expected (4.0x)",8.159205713142711,"Aargon Agency, Inc.",5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2024-10-14/2024-10-20_2198,volume_spike,high,2024-10-14/2024-10-20,Central Portfolio Control Inc.: 5 complaints vs 1.2 expected (4.0x),8.159205713142711,Central Portfolio Control Inc.,5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2024-12-02/2024-12-08_2769,volume_spike,high,2024-12-02/2024-12-08,"Lockhart, Morris & Montgomery Inc.: 5 complaints vs 1.2 expected (4.0x)",8.159205713142711,"Lockhart, Morris & Montgomery Inc.",5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2025-01-06/2025-01-12_7016,volume_spike,high,2025-01-06/2025-01-12,"CarMax, Inc.: 5 complaints vs 1.2 expected (4.0x)",8.159205713142711,"CarMax, Inc.",5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2025-01-06/2025-01-12_2016,volume_spike,high,2025-01-06/2025-01-12,MOHELA: 5 complaints vs 1.2 expected (4.0x),8.159205713142711,MOHELA,5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2025-01-06/2025-01-12_1513,volume_spike,high,2025-01-06/2025-01-12,"Williams & Fudge, Inc: 5 complaints vs 1.2 expected (4.0x)",8.159205713142711,"Williams & Fudge, Inc",5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2025-01-13/2025-01-19_4176,volume_spike,high,2025-01-13/2025-01-19,"The Bureaus, Inc.: 5 complaints vs 1.2 expected (4.0x)",8.159205713142711,"The Bureaus, Inc.",5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2025-01-13/2025-01-19_6443,volume_spike,high,2025-01-13/2025-01-19,World Acceptance Corporation: 5 complaints vs 1.2 expected (4.0x),8.159205713142711,World Acceptance Corporation,5.0,1.2,4.0,0.009124,,,,,,,,,
vol_2024-09-30/2024-10-06_8725,volume_spike,medium,2024-09-30/2024-10-06,"Sequium Asset Solutions, LLC: 11 complaints vs 3.8 expected (2.9x)",8.0921130549209,"Sequium Asset Solutions, LLC",11.0,3.8,2.93,0.001743,,,,,,,,,
vol_2023-11-27/2023-12-03_7766,volume_spike,low,2023-11-27/2023-12-03,"EQUIFAX, INC.: 60 complaints vs 33.8 expected (1.8x)",8.07244209758767,"EQUIFAX, INC.",60.0,33.8,1.78,2.9e-05,,,,,,,,,
vol_2024-03-18/2024-03-24_7766,volume_spike,low,2024-03-18/2024-03-24,"EQUIFAX, INC.: 216 complaints vs 154.5 expected (1.4x)",8.054538286427603,"EQUIFAX, INC.",216.0,154.5,1.4,2e-06,,,,,,,,,
clust_2024-03-11/2024-03-17_6,cluster_shrinking,high,2024-03-11/2024-03-17,"Cluster 'xxxx, xxxx xxxx, debt, account, credit' shrinking: 17.8% → 9.9%",8.036174097283904,,,,,,,,,,6.0,"xxxx, xxxx xxxx, debt, account, credit",17.8,9.89,-8.04
vol_2025-01-20/2025-01-26_8072,volume_spike,medium,2025-01-20/2025-01-26,V and H Portfolio: 12 complaints vs 4.2 expected (2.8x),7.961856476957258,V and H Portfolio,12.0,4.2,2.82,0.001514,,,,,,,,,
clust_2024-04-29/2024-05-05_26,cluster_shrinking,high,2024-04-29/2024-05-05,"Cluster 'transactions, wish, formally, transactions consume' shrinking: 7.0% → 1.7%",7.889850295139365,,,,,,,,,,26.0,"transactions, wish, formally, transactions consumer, inclusion specific",6.96,1.69,-7.89
corr_2024-01-08/2024-01-14,correlated_spike,medium,2024-01-08/2024-01-14,3 companies spiked together (avg 2.6x),7.754901960784315,,,,,,3.0,"['JPMORGAN CHASE & CO.', 'W&A Intermediate Co., LLC', 'Westlake Services, LLC']",2.58,"{'Attempts to collect debt not owed': 9, 'Written notification about debt': 8, 'Took or threatened to take negative or legal action': 2}",,,,,
corr_2024-08-26/2024-09-01,correlated_spike,medium,2024-08-26/2024-09-01,3 companies spiked together (avg 2.6x),7.6767676767676765,,,,,,3.0,"['NRA Group, LLC', 'TrueAccord Corp.', 'Unifin Inc.']",2.56,"{'Attempts to collect debt not owed': 10, 'Electronic communications': 4, 'Written notification about debt': 3}",,,,,
corr_2024-11-25/2024-12-01,correlated_spike,medium,2024-11-25/2024-12-01,3 companies spiked together (avg 2.5x),7.628205128205128,,,,,,3.0,"['AMERICAN EXPRESS COMPANY', ""Conn's, Inc."", 'SANTANDER HOLDINGS USA, INC.']",2.54,"{'Attempts to collect debt not owed': 6, 'False statements or representation': 5, 'Written notification about debt': 5}",,,,,
vol_2024-02-12/2024-02-18_4028,volume_spike,medium,2024-02-12/2024-02-18,"National Credit Systems,Inc.: 26 complaints vs 12.0 expected (2.2x)",7.608888207172945,"National Credit Systems,Inc.",26.0,12.0,2.17,0.000308,,,,,,,,,
vol_2024-03-04/2024-03-10_2176,volume_spike,high,2024-03-04/2024-03-10,CCF Intermediate Holdings LLC: 8 complaints vs 2.5 expected (3.2x),7.590236380450145,CCF Intermediate Holdings LLC,8.0,2.5,3.2,0.004247,,,,,,,,,
vol_2024-09-23/2024-09-29_8156,volume_spike,high,2024-09-23/2024-09-29,"Collection Management Holdings, LLC: 8 complaints vs 2.5 expected (3.2x)",7.590236380450145,"Collection Management Holdings, LLC",8.0,2.5,3.2,0.004247,,,,,,,,,
vol_2024-09-30/2024-10-06_9484,volume_spike,high,2024-09-30/2024-10-06,Self Financial Inc.: 8 complaints vs 2.5 expected (3.2x),7.590236380450145,Self Financial Inc.,8.0,2.5,3.2,0.004247,,,,,,,,,
vol_2025-01-06/2025-01-12_2769,volume_spike,high,2025-01-06/2025-01-12,"Lockhart, Morris & Montgomery Inc.: 8 complaints vs 2.5 expected (3.2x)",7.590236380450145,"Lockhart, Morris & Montgomery Inc.",8.0,2.5,3.2,0.004247,,,,,,,,,
corr_2024-12-02/2024-12-08,correlated_spike,medium,2024-12-02/2024-12-08,3 companies spiked together (avg 2.5x),7.566666666666666,,,,,,3.0,"['AMERICAN EXPRESS COMPANY', 'Aargon Agency, Inc.', 'Westlake Services, LLC']",2.52,"{'Attempts to collect debt not owed': 10, 'False statements or representation': 5, 'Written notification about debt': 2}",,,,,
clust_2024-11-25/2024-12-01_3,cluster_growing,high,2024-11-25/2024-12-01,"Cluster 'accounts, look documents, accordance fcra, report ' growing: 5.6% → 11.7%",7.488913451713442,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",5.6,11.72,7.49
corr_2024-07-01/2024-07-07,correlated_spike,medium,2024-07-01/2024-07-07,3 companies spiked together (avg 2.5x),7.480963480963481,,,,,,3.0,"['ONLINE Information Services, Inc.', 'Sequium Asset Solutions, LLC', 'Source Receivables Management LLC']",2.49,"{'Attempts to collect debt not owed': 11, 'Written notification about debt': 4, 'Took or threatened to take negative or legal action': 2}",,,,,
clust_2024-05-06/2024-05-12_20,cluster_shrinking,high,2024-05-06/2024-05-12,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 5.8% → 1.2%",7.417234677101163,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",5.76,1.19,-7.42
clust_2024-02-12/2024-02-18_20,cluster_shrinking,high,2024-02-12/2024-02-18,"Cluster 'credit report, report, credit, accounts, fraudulen' shrinking: 7.3% → 1.0%",7.388387633530004,,,,,,,,,,20.0,"credit report, report, credit, accounts, fraudulent",7.31,1.02,-7.39
vol_2024-01-22/2024-01-28_4686,volume_spike,medium,2024-01-22/2024-01-28,"CCS Financial Services, Inc.: 27 complaints vs 12.8 expected (2.1x)",7.349599140255834,"CCS Financial Services, Inc.",27.0,12.8,2.12,0.000338,,,,,,,,,
corr_2024-07-22/2024-07-28,correlated_spike,medium,2024-07-22/2024-07-28,3 companies spiked together (avg 2.4x),7.348484848484848,,,,,,3.0,"['Collection Management Holdings, LLC', 'JPMORGAN CHASE & CO.', 'Penn Credit Corporation']",2.45,"{'Attempts to collect debt not owed': 11, 'Written notification about debt': 6, 'Threatened to contact someone or share information improperly': 3}",,,,,
clust_2024-09-30/2024-10-06_22,cluster_growing,high,2024-09-30/2024-10-06,"Cluster 'debt, collector, debt collector, consumer, alleged' growing: 5.4% → 10.7%",7.335222612547654,,,,,,,,,,22.0,"debt, collector, debt collector, consumer, alleged",5.36,10.75,7.34
clust_2024-04-08/2024-04-14_25,cluster_growing,high,2024-04-08/2024-04-14,"Cluster 'usc, 15 usc, 15, evidence, usc 1681i' growing: 1.6% → 4.4%",7.30147349761595,,,,,,,,,,25.0,"usc, 15 usc, 15, evidence, usc 1681i",1.57,4.43,7.3
clust_2024-04-22/2024-04-28_3,cluster_growing,high,2024-04-22/2024-04-28,"Cluster 'accounts, look documents, accordance fcra, report ' growing: 3.2% → 6.9%",7.261754437307261,,,,,,,,,,3.0,"accounts, look documents, accordance fcra, report accordance, 605b look",3.15,6.91,7.26
vol_2024-06-10/2024-06-16_8719,volume_spike,medium,2024-06-10/2024-06-16,"Diversified Adjustment Service, Inc.: 9 complaints vs 3.0 expected (3.0x)",7.2596237091276254,"Diversified Adjustment Service, Inc.",9.0,3.0,3.0,0.003803,,,,,,,,,
corr_2024-04-29/2024-05-05,correlated_spike,medium,2024-04-29/2024-05-05,3 companies spiked together (avg 2.4x),7.178787878787878,,,,,,3.0,"['Capio Partners, LLC', 'NAVY FEDERAL CREDIT UNION', 'SANTANDER HOLDINGS USA, INC.']",2.39,"{'Written notification about debt': 7, 'Attempts to collect debt not owed': 6, 'Took or threatened to take negative or legal action': 4}",,,,,
vol_2024-09-30/2024-10-06_8156,volume_spike,medium,2024-09-30/2024-10-06,"Collection Management Holdings, LLC: 10 complaints vs 3.5 expected (2.9x)",7.08435358870948,"Collection Management Holdings, LLC",10.0,3.5,2.86,0.003315,,,,,,,,,
vol_2024-06-10/2024-06-16_2063,volume_spike,medium,2024-06-10/2024-06-16,"Affirm Holdings, Inc: 14 complaints vs 5.5 expected (2.5x)",7.0594855282791045,"Affirm Holdings, Inc",14.0,5.5,2.55,0.001685,,,,,,,,,
